centering_mode,cov_eye_xx,cov_eye_xy,cov_eye_yy,delta_2d,delta_over_ceiling_2d,delta_top1,emp_ceiling_2d,emp_ceiling_top1,failure_reason,global_matched_2d,history_key,image_id,matched_2d,matched_over_ceiling_2d,matched_top1,mean_eye_x,mean_eye_y,mean_rate,mixture_mode,model_fem_trace,model_j_norm,model_object,n_samples,psth_amp,session,shuffled_2d,shuffled_top1,time_bin,transform_mode,valid,window_id,window_key,window_level
current,59.9825750127816,13.17462604748988,66.87913401059923,0.08885049719747151,0.20277691102244372,0.13242059057643582,0.4381687084070305,0.554423342652588,,0.433049647779434,,6,0.4066369804469333,0.92803747197117,0.23917566985726357,0.06686235485261248,0.09174363513449753,67.61979361781835,single_baseline,1.8572237340599225,0.2648754134567263,B_model,408,162.56554585701895,Allen_2022-02-16,0.3177864832494618,0.10675507928082775,,xy,True,image_6,image_6,image_id
current,59.9825750127816,13.17462604748988,66.87913401059923,0.013860240809730473,0.03163220135029634,-0.3440948159649084,0.4381687084070305,0.554423342652588,,0.4014691286257551,,6,0.3964906730446298,0.9048813058469606,0.2435107792395022,0.06686235485261248,0.09174363513449753,67.61979361781835,single_baseline,1.8572237340599225,0.2648754134567263,FEM_PCs,408,162.56554585701895,Allen_2022-02-16,0.38263043223489934,0.5876055952044106,,xy,True,image_6,image_6,image_id
current,59.9825750127816,13.17462604748988,66.87913401059923,0.12387756063789734,0.28271658441392644,0.12280877336296268,0.4381687084070305,0.554423342652588,,0.25284389468370916,,6,0.22620262119576595,0.5162454937006553,0.19831883985902943,0.06686235485261248,0.09174363513449753,67.61979361781835,single_baseline,1.8572237340599225,0.2648754134567263,J_local,408,162.56554585701895,Allen_2022-02-16,0.10232506055786861,0.07551006649606674,,xy,True,image_6,image_6,image_id
current,60.46462301791672,14.050611915799118,65.53582663384032,-0.07806375272246363,-0.2233834863234048,-0.017749742911803562,0.3494607144301005,0.4267162961910691,,0.26738473494340786,,7,0.21272817874674138,0.608732741514759,0.19245592710273215,0.06440767598788119,0.09128239637308663,69.2500053433646,single_baseline,0.4259467329650774,0.4549487965525472,B_model,395,158.90543368974056,Allen_2022-02-16,0.290791931469205,0.21020567001453572,,xy,True,image_7,image_7,image_id
current,60.46462301791672,14.050611915799118,65.53582663384032,0.0333407298299927,0.09540623152552258,0.28998686524900835,0.3494607144301005,0.4267162961910691,,0.30397415173576225,,7,0.3215355899117736,0.9200908045876712,0.5247459290929105,0.06440767598788119,0.09128239637308663,69.2500053433646,single_baseline,0.4259467329650774,0.4549487965525472,FEM_PCs,395,158.90543368974056,Allen_2022-02-16,0.2881948600817809,0.23475906384390216,,xy,True,image_7,image_7,image_id
current,60.46462301791672,14.050611915799118,65.53582663384032,-0.06540792520931821,-0.1871681780196245,-0.023065376447399588,0.3494607144301005,0.4267162961910691,,0.17089483032223413,,7,0.10110180793277965,0.28930807887134374,0.15067045184702993,0.06440767598788119,0.09128239637308663,69.2500053433646,single_baseline,0.4259467329650774,0.4549487965525472,J_local,395,158.90543368974056,Allen_2022-02-16,0.16650973314209785,0.17373582829442952,,xy,True,image_7,image_7,image_id
current,58.10209679511407,7.142495677920117,69.81519697903849,0.08529772678545111,0.20765510178585578,0.45672469961463313,0.4107663430943024,0.7094871886690437,,0.36142004591462046,,8,0.3712368727110886,0.9037665304186356,0.6447197776100374,0.06539763682793631,0.0808637580979982,82.4556883301497,single_baseline,0.4810301974788701,0.2954526004745355,B_model,380,175.132465974516,Allen_2022-02-16,0.28593914592563746,0.18799507799540427,,xy,True,image_8,image_8,image_id
current,58.10209679511407,7.142495677920117,69.81519697903849,0.09306527700364181,0.226565001169719,0.12329605433241331,0.4107663430943024,0.7094871886690437,,0.4003708021661035,,8,0.430206051435599,1.0473254653603246,0.6953356977935677,0.06539763682793631,0.0808637580979982,82.4556883301497,single_baseline,0.4810301974788701,0.2954526004745355,FEM_PCs,380,175.132465974516,Allen_2022-02-16,0.33714077443195717,0.5720396434611544,,xy,True,image_8,image_8,image_id
current,58.10209679511407,7.142495677920117,69.81519697903849,-0.17696088501188262,-0.4308066811872572,-0.15719791625982552,0.4107663430943024,0.7094871886690437,,0.20783973327692823,,8,0.02603571737716865,0.06338327814553067,0.00927196515265042,0.06539763682793631,0.0808637580979982,82.4556883301497,single_baseline,0.4810301974788701,0.2954526004745355,J_local,380,175.132465974516,Allen_2022-02-16,0.20299660238905126,0.16646988141247593,,xy,True,image_8,image_8,image_id
current,59.49428361993684,9.934604032891151,71.0115710812848,0.02953063209562895,0.0723304898366477,-0.25221325591198007,0.40827363622618057,0.6638213183495488,,0.36431780796701646,,9,0.34103561947798244,0.8353113922081691,0.05837551595029003,0.06104459506409271,0.0816660385643343,79.06564412861465,single_baseline,1.04826015409556,0.36293562695213255,B_model,360,178.75331298895134,Allen_2022-02-16,0.3115049873823535,0.3105887718622701,,xy,True,image_9,image_9,image_id
current,59.49428361993684,9.934604032891151,71.0115710812848,0.09316024299067804,0.22818089321610754,0.27055652314129075,0.40827363622618057,0.6638213183495488,,0.3965781665918485,,9,0.42034141545123394,1.0295580663414865,0.6857469599023451,0.06104459506409271,0.0816660385643343,79.06564412861465,single_baseline,1.04826015409556,0.36293562695213255,FEM_PCs,360,178.75331298895134,Allen_2022-02-16,0.3271811724605559,0.4151904367610544,,xy,True,image_9,image_9,image_id
current,59.49428361993684,9.934604032891151,71.0115710812848,-0.08926489452373085,-0.21863986944843716,-0.136820984119805,0.40827363622618057,0.6638213183495488,,0.2784016960015449,,9,0.1061027469635025,0.25988145583988276,0.09763715525845446,0.06104459506409271,0.0816660385643343,79.06564412861465,single_baseline,1.04826015409556,0.36293562695213255,J_local,360,178.75331298895134,Allen_2022-02-16,0.19536764148723335,0.23445813937825946,,xy,True,image_9,image_9,image_id
current,59.9825750127816,13.17462604748988,66.87913401059923,0.11323342389088198,0.2584242592369134,-0.18784715717040085,0.4381687084070305,0.554423342652588,,0.41766667583874606,,6,0.44655149675479655,1.0191314171617636,0.2348771846400926,0.06686235485261248,0.09174363513449753,67.61979361781835,single_baseline,1.8239669037216097,0.2648754134567263,B_model,408,162.56554585701895,Allen_2022-02-16,0.33331807286391457,0.42272434181049345,,x_negy,True,image_6,image_6,image_id
current,59.9825750127816,13.17462604748988,66.87913401059923,0.025464650135793132,0.058116085533287586,-0.2409658087458647,0.4381687084070305,0.554423342652588,,0.3801307704938929,,6,0.40439219474202903,0.9229143637668775,0.31405614828611716,0.06686235485261248,0.09174363513449753,67.61979361781835,single_baseline,1.8239669037216097,0.2648754134567263,FEM_PCs,408,162.56554585701895,Allen_2022-02-16,0.3789275446062359,0.5550219570319819,,x_negy,True,image_6,image_6,image_id
current,59.9825750127816,13.17462604748988,66.87913401059923,0.12387756063789734,0.28271658441392644,0.12280877336296268,0.4381687084070305,0.554423342652588,,0.25284389468370916,,6,0.22620262119576595,0.5162454937006553,0.19831883985902943,0.06686235485261248,0.09174363513449753,67.61979361781835,single_baseline,1.8239669037216097,0.2648754134567263,J_local,408,162.56554585701895,Allen_2022-02-16,0.10232506055786861,0.07551006649606674,,x_negy,True,image_6,image_6,image_id
current,60.46462301791672,14.050611915799118,65.53582663384032,-0.05572619286698999,-0.15946339764647965,-0.09853531728588855,0.3494607144301005,0.4267162961910691,,0.27137155295530524,,7,0.20596228192040922,0.589371776041527,0.25999234975390006,0.06440767598788119,0.09128239637308663,69.2500053433646,single_baseline,0.5878075373196935,0.4549487965525472,B_model,395,158.90543368974056,Allen_2022-02-16,0.2616884747873992,0.3585276670397886,,x_negy,True,image_7,image_7,image_id
current,60.46462301791672,14.050611915799118,65.53582663384032,-0.0007356741139182277,-0.0021051697187707144,-0.3965661632672568,0.3494607144301005,0.4267162961910691,,0.27926174960644323,,7,0.2952210716632228,0.8447904427388024,0.02515274615693022,0.06440767598788119,0.09128239637308663,69.2500053433646,single_baseline,0.5878075373196935,0.4549487965525472,FEM_PCs,395,158.90543368974056,Allen_2022-02-16,0.29595674577714104,0.421718909424187,,x_negy,True,image_7,image_7,image_id
current,60.46462301791672,14.050611915799118,65.53582663384032,-0.06540792520931821,-0.1871681780196245,-0.023065376447399588,0.3494607144301005,0.4267162961910691,,0.17089483032223413,,7,0.10110180793277965,0.28930807887134374,0.15067045184702993,0.06440767598788119,0.09128239637308663,69.2500053433646,single_baseline,0.5878075373196935,0.4549487965525472,J_local,395,158.90543368974056,Allen_2022-02-16,0.16650973314209785,0.17373582829442952,,x_negy,True,image_7,image_7,image_id
current,58.10209679511407,7.142495677920117,69.81519697903849,0.08095510153047347,0.1970830933241482,0.47025021383144894,0.4107663430943024,0.7094871886690437,,0.35547974768770835,,8,0.4162771366473136,1.0134158838611227,0.6670585700582576,0.06539763682793631,0.0808637580979982,82.4556883301497,single_baseline,0.4534203855691764,0.2954526004745355,B_model,380,175.132465974516,Allen_2022-02-16,0.3353220351168401,0.19680835622680873,,x_negy,True,image_8,image_8,image_id
current,58.10209679511407,7.142495677920117,69.81519697903849,0.09489523672929001,0.23101999062154,0.4151389010867934,0.4107663430943024,0.7094871886690437,,0.37505599214395846,,8,0.4189898948988283,1.020020023409362,0.6812195857581995,0.06539763682793631,0.0808637580979982,82.4556883301497,single_baseline,0.4534203855691764,0.2954526004745355,FEM_PCs,380,175.132465974516,Allen_2022-02-16,0.3240946581695383,0.2660806846714061,,x_negy,True,image_8,image_8,image_id
current,58.10209679511407,7.142495677920117,69.81519697903849,-0.17696088501188262,-0.4308066811872572,-0.15719791625982552,0.4107663430943024,0.7094871886690437,,0.20783973327692823,,8,0.02603571737716865,0.06338327814553067,0.00927196515265042,0.06539763682793631,0.0808637580979982,82.4556883301497,single_baseline,0.4534203855691764,0.2954526004745355,J_local,380,175.132465974516,Allen_2022-02-16,0.20299660238905126,0.16646988141247593,,x_negy,True,image_8,image_8,image_id
current,59.49428361993684,9.934604032891151,71.0115710812848,0.11450619647572191,0.28046434135239223,0.2359703117735097,0.40827363622618057,0.6638213183495488,,0.37851889489115537,,9,0.4483111559067646,1.0980654054733123,0.5024690899904541,0.06104459506409271,0.0816660385643343,79.06564412861465,single_baseline,1.3678615733586779,0.36293562695213255,B_model,360,178.75331298895134,Allen_2022-02-16,0.3338049594310427,0.26649877821694445,,x_negy,True,image_9,image_9,image_id
current,59.49428361993684,9.934604032891151,71.0115710812848,0.08460143331605852,0.20721747820422562,-0.5840634842756907,0.40827363622618057,0.6638213183495488,,0.3996245566761515,,9,0.43960965671112523,1.0767524956413907,0.013257471171158063,0.06104459506409271,0.0816660385643343,79.06564412861465,single_baseline,1.3678615733586779,0.36293562695213255,FEM_PCs,360,178.75331298895134,Allen_2022-02-16,0.3550082233950667,0.5973209554468487,,x_negy,True,image_9,image_9,image_id
current,59.49428361993684,9.934604032891151,71.0115710812848,-0.08926489452373085,-0.21863986944843716,-0.136820984119805,0.40827363622618057,0.6638213183495488,,0.2784016960015449,,9,0.1061027469635025,0.25988145583988276,0.09763715525845446,0.06104459506409271,0.0816660385643343,79.06564412861465,single_baseline,1.3678615733586779,0.36293562695213255,J_local,360,178.75331298895134,Allen_2022-02-16,0.19536764148723335,0.23445813937825946,,x_negy,True,image_9,image_9,image_id
baseline,59.9825750127816,13.17462604748988,66.87913401059923,0.08819247944581188,0.20010088908479828,0.12596582574451062,0.4407400679186282,0.5172419308213929,,0.43048601864020897,,6,0.40461979471609555,0.9180463138441015,0.23360524236099323,0.06686235485261248,0.09174363513449753,67.61979361781835,single_baseline,1.8572237340599225,0.2648754134567263,B_model,408,162.56554585701895,Allen_2022-02-16,0.31642731527028367,0.1076394166164826,,xy,True,image_6,image_6,image_id
baseline,59.9825750127816,13.17462604748988,66.87913401059923,0.014189557105055706,0.03219484257935781,-0.361356942109073,0.4407400679186282,0.5172419308213929,,0.4045023664085897,,6,0.3955462525006166,0.8974592538603603,0.2460504108355848,0.06686235485261248,0.09174363513449753,67.61979361781835,single_baseline,1.8572237340599225,0.2648754134567263,FEM_PCs,408,162.56554585701895,Allen_2022-02-16,0.3813566953955609,0.6074073529446578,,xy,True,image_6,image_6,image_id
baseline,59.9825750127816,13.17462604748988,66.87913401059923,0.11798664980104605,0.2677012107345534,0.11019067020270186,0.4407400679186282,0.5172419308213929,,0.2541923815311212,,6,0.22482165604857496,0.5101003344449335,0.18623195253811436,0.06686235485261248,0.09174363513449753,67.61979361781835,single_baseline,1.8572237340599225,0.2648754134567263,J_local,408,162.56554585701895,Allen_2022-02-16,0.10683500624752891,0.0760412823354125,,xy,True,image_6,image_6,image_id
baseline,60.46462301791672,14.050611915799118,65.53582663384032,-0.07412818150603545,-0.2214224636438337,-0.032361033751591495,0.3347816670727384,0.3444766883575863,,0.267710951735639,,7,0.21621928856646372,0.6458516395388088,0.17440909047714528,0.06440767598788119,0.09128239637308663,69.2500053433646,single_baseline,0.4259467329650774,0.4549487965525472,B_model,395,158.90543368974056,Allen_2022-02-16,0.29034747007249917,0.20677012422873678,,xy,True,image_7,image_7,image_id
baseline,60.46462301791672,14.050611915799118,65.53582663384032,0.03622780063999764,0.10821321536739462,0.25859348971722784,0.3347816670727384,0.3444766883575863,,0.30631977677771055,,7,0.32175185888113617,0.961079684244564,0.48252869574800167,0.06440767598788119,0.09128239637308663,69.2500053433646,single_baseline,0.4259467329650774,0.4549487965525472,FEM_PCs,395,158.90543368974056,Allen_2022-02-16,0.2855240582411385,0.2239352060307738,,xy,True,image_7,image_7,image_id
baseline,60.46462301791672,14.050611915799118,65.53582663384032,-0.05228846497904227,-0.1561867632604909,-0.006149338998559711,0.3347816670727384,0.3444766883575863,,0.18179969827405257,,7,0.11190545090082116,0.33426397532248187,0.15081527440720618,0.06440767598788119,0.09128239637308663,69.2500053433646,single_baseline,0.4259467329650774,0.4549487965525472,J_local,395,158.90543368974056,Allen_2022-02-16,0.16419391587986343,0.1569646134057659,,xy,True,image_7,image_7,image_id
baseline,58.10209679511407,7.142495677920117,69.81519697903849,0.09237839861019165,0.21912099833075008,0.474405383015025,0.4215862437371336,0.7044738560027657,,0.35476272542991544,,8,0.3703701855607579,0.8785158222375258,0.6654329642409704,0.06539763682793631,0.0808637580979982,82.4556883301497,single_baseline,0.4810301974788701,0.2954526004745355,B_model,380,175.132465974516,Allen_2022-02-16,0.27799178695056626,0.1910275812259454,,xy,True,image_8,image_8,image_id
baseline,58.10209679511407,7.142495677920117,69.81519697903849,0.08959287566133711,0.2125137548776374,0.14759329222680873,0.4215862437371336,0.7044738560027657,,0.40118097852609624,,8,0.4281808801291658,1.0156424373185764,0.7176502839283696,0.06539763682793631,0.0808637580979982,82.4556883301497,single_baseline,0.4810301974788701,0.2954526004745355,FEM_PCs,380,175.132465974516,Allen_2022-02-16,0.33858800446782866,0.5700569917015609,,xy,True,image_8,image_8,image_id
baseline,58.10209679511407,7.142495677920117,69.81519697903849,-0.174930734182383,-0.4149346350386503,-0.1643120593914343,0.4215862437371336,0.7044738560027657,,0.21234438826733995,,8,0.02795117746261608,0.06630002254068833,0.010874955437806266,0.06539763682793631,0.0808637580979982,82.4556883301497,single_baseline,0.4810301974788701,0.2954526004745355,J_local,380,175.132465974516,Allen_2022-02-16,0.20288191164499908,0.17518701482924057,,xy,True,image_8,image_8,image_id
baseline,59.49428361993684,9.934604032891151,71.0115710812848,0.021117036645408038,0.04707356266355004,-0.25282752813210285,0.4485965253222562,0.7261315957751238,,0.368802128830452,,9,0.337002932934412,0.7512383933253179,0.0589573461654318,0.06104459506409271,0.0816660385643343,79.06564412861465,single_baseline,1.04826015409556,0.36293562695213255,B_model,360,178.75331298895134,Allen_2022-02-16,0.315885896289004,0.31178487429753465,,xy,True,image_9,image_9,image_id
baseline,59.49428361993684,9.934604032891151,71.0115710812848,0.08890150871158753,0.1981769891055749,0.2776119004325249,0.4485965253222562,0.7261315957751238,,0.4054519340912203,,9,0.4243900793902132,0.9460396044872307,0.7102955379146461,0.06104459506409271,0.0816660385643343,79.06564412861465,single_baseline,1.04826015409556,0.36293562695213255,FEM_PCs,360,178.75331298895134,Allen_2022-02-16,0.3354885706786257,0.43268363748212113,,xy,True,image_9,image_9,image_id
baseline,59.49428361993684,9.934604032891151,71.0115710812848,-0.08936837071660829,-0.1992177060497942,-0.1311979071544614,0.4485965253222562,0.7261315957751238,,0.2889493004282947,,9,0.1085802590687323,0.24204436044334496,0.10553123029439795,0.06104459506409271,0.0816660385643343,79.06564412861465,single_baseline,1.04826015409556,0.36293562695213255,J_local,360,178.75331298895134,Allen_2022-02-16,0.19794862978534059,0.23672913744885934,,xy,True,image_9,image_9,image_id
baseline,59.9825750127816,13.17462604748988,66.87913401059923,0.11330342819348188,0.25707539758876785,-0.19593719545412647,0.4407400679186282,0.5172419308213929,,0.4156962316188853,,6,0.44335802558774945,1.005939913022849,0.23148100142301575,0.06686235485261248,0.09174363513449753,67.61979361781835,single_baseline,1.8239669037216097,0.2648754134567263,B_model,408,162.56554585701895,Allen_2022-02-16,0.33005459739426757,0.4274181968771422,,x_negy,True,image_6,image_6,image_id
baseline,59.9825750127816,13.17462604748988,66.87913401059923,0.020711661878883236,0.04699291801785341,-0.2398952177960697,0.4407400679186282,0.5172419308213929,,0.3812073608517028,,6,0.40204457058749743,0.9122033594225544,0.3052697348044142,0.06686235485261248,0.09174363513449753,67.61979361781835,single_baseline,1.8239669037216097,0.2648754134567263,FEM_PCs,408,162.56554585701895,Allen_2022-02-16,0.3813329087086142,0.5451649526004839,,x_negy,True,image_6,image_6,image_id
baseline,59.9825750127816,13.17462604748988,66.87913401059923,0.11798664980104605,0.2677012107345534,0.11019067020270186,0.4407400679186282,0.5172419308213929,,0.2541923815311212,,6,0.22482165604857496,0.5101003344449335,0.18623195253811436,0.06686235485261248,0.09174363513449753,67.61979361781835,single_baseline,1.8239669037216097,0.2648754134567263,J_local,408,162.56554585701895,Allen_2022-02-16,0.10683500624752891,0.0760412823354125,,x_negy,True,image_6,image_6,image_id
baseline,60.46462301791672,14.050611915799118,65.53582663384032,-0.04857775003737996,-0.1451027783633846,-0.07639899347333423,0.3347816670727384,0.3444766883575863,,0.2708607092077872,,7,0.21064111427660992,0.6291895136266339,0.2532970174362495,0.06440767598788119,0.09128239637308663,69.2500053433646,single_baseline,0.5878075373196935,0.4549487965525472,B_model,395,158.90543368974056,Allen_2022-02-16,0.2592188643139899,0.3296960109095837,,x_negy,True,image_7,image_7,image_id
baseline,60.46462301791672,14.050611915799118,65.53582663384032,0.0034687802876453566,0.01036132091095565,-0.3653446828209291,0.3347816670727384,0.3444766883575863,,0.2863249541076878,,7,0.2982174640905996,0.8907819436415124,0.026571149656300426,0.06440767598788119,0.09128239637308663,69.2500053433646,single_baseline,0.5878075373196935,0.4549487965525472,FEM_PCs,395,158.90543368974056,Allen_2022-02-16,0.29474868380295427,0.3919158324772295,,x_negy,True,image_7,image_7,image_id
baseline,60.46462301791672,14.050611915799118,65.53582663384032,-0.05228846497904227,-0.1561867632604909,-0.006149338998559711,0.3347816670727384,0.3444766883575863,,0.18179969827405257,,7,0.11190545090082116,0.33426397532248187,0.15081527440720618,0.06440767598788119,0.09128239637308663,69.2500053433646,single_baseline,0.5878075373196935,0.4549487965525472,J_local,395,158.90543368974056,Allen_2022-02-16,0.16419391587986343,0.1569646134057659,,x_negy,True,image_7,image_7,image_id
baseline,58.10209679511407,7.142495677920117,69.81519697903849,0.0912042085091726,0.21633582656942674,0.4667058806979716,0.4215862437371336,0.7044738560027657,,0.3485522313270312,,8,0.41816592651163714,0.9918870283926315,0.6657020823781631,0.06539763682793631,0.0808637580979982,82.4556883301497,single_baseline,0.4534203855691764,0.2954526004745355,B_model,380,175.132465974516,Allen_2022-02-16,0.32696171800246454,0.19899620168019147,,x_negy,True,image_8,image_8,image_id
baseline,58.10209679511407,7.142495677920117,69.81519697903849,0.09335292735415096,0.22143257457033666,0.40625397330364754,0.4215862437371336,0.7044738560027657,,0.37169322700161733,,8,0.4154897333993102,0.9855391146452476,0.6751041928961732,0.06539763682793631,0.0808637580979982,82.4556883301497,single_baseline,0.4534203855691764,0.2954526004745355,FEM_PCs,380,175.132465974516,Allen_2022-02-16,0.32213680604515926,0.26885021959252564,,x_negy,True,image_8,image_8,image_id
baseline,58.10209679511407,7.142495677920117,69.81519697903849,-0.174930734182383,-0.4149346350386503,-0.1643120593914343,0.4215862437371336,0.7044738560027657,,0.21234438826733995,,8,0.02795117746261608,0.06630002254068833,0.010874955437806266,0.06539763682793631,0.0808637580979982,82.4556883301497,single_baseline,0.4534203855691764,0.2954526004745355,J_local,380,175.132465974516,Allen_2022-02-16,0.20288191164499908,0.17518701482924057,,x_negy,True,image_8,image_8,image_id
baseline,59.49428361993684,9.934604032891151,71.0115710812848,0.10085076525892211,0.22481396882526994,0.24343017863380478,0.4485965253222562,0.7261315957751238,,0.3854144603170489,,9,0.44606862933328173,0.9943648783566513,0.5068585054068737,0.06104459506409271,0.0816660385643343,79.06564412861465,single_baseline,1.3678615733586779,0.36293562695213255,B_model,360,178.75331298895134,Allen_2022-02-16,0.3452178640743596,0.26342832677306893,,x_negy,True,image_9,image_9,image_id
baseline,59.49428361993684,9.934604032891151,71.0115710812848,0.08352675740882676,0.18619572977928,-0.5985735758495575,0.4485965253222562,0.7261315957751238,,0.40985999848590826,,9,0.44252031344001475,0.9864550625355903,0.01315615754728034,0.06104459506409271,0.0816660385643343,79.06564412861465,single_baseline,1.3678615733586779,0.36293562695213255,FEM_PCs,360,178.75331298895134,Allen_2022-02-16,0.358993556031188,0.6117297333968379,,x_negy,True,image_9,image_9,image_id
baseline,59.49428361993684,9.934604032891151,71.0115710812848,-0.08936837071660829,-0.1992177060497942,-0.1311979071544614,0.4485965253222562,0.7261315957751238,,0.2889493004282947,,9,0.1085802590687323,0.24204436044334496,0.10553123029439795,0.06104459506409271,0.0816660385643343,79.06564412861465,single_baseline,1.3678615733586779,0.36293562695213255,J_local,360,178.75331298895134,Allen_2022-02-16,0.19794862978534059,0.23672913744885934,,x_negy,True,image_9,image_9,image_id
